Price,Date,Close,High,Low,Open,Volume
Ticker,,NVDA,NVDA,NVDA,NVDA,NVDA
0,2021-01-04,13.076725959777832,13.614214972587265,12.926149380434182,13.067502211124319,560640000
1,2021-01-05,13.367159843444824,13.405800875139692,13.050300910946934,13.063014829846537,322760000
2,2021-01-06,12.57912540435791,13.207857143489328,12.55070572206963,13.185420201840708,580424000
3,2021-01-07,13.306580543518066,13.340236434139047,12.85036396210047,12.931136197590789,461480000
4,2021-01-08,13.239514350891113,13.383359711388366,13.005422923568874,13.325024439247162,292528000
5,2021-01-11,13.58329963684082,13.921847963012926,13.325026156059941,13.381118027153345,518344000
6,2021-01-12,13.446934700012207,13.71592883730901,13.307577070665623,13.7139336394329,291476000
7,2021-01-13,13.493803977966309,13.586792760102355,13.347465996604777,13.45217109900996,210028000
8,2021-01-14,13.163229942321777,13.561609449275576,13.143535688218217,13.536929103411671,283120000
9,2021-01-15,12.823437690734863,13.287881316844615,12.812468857865895,13.190904052844246,277780000
10,2021-01-19,12.988722801208496,13.057279430107188,12.807980522839523,12.979747264530975,226188000
11,2021-01-20,13.328271865844727,13.39284002107061,13.020138307044544,13.074983436730559,258572000
12,2021-01-21,13.828611373901367,13.959992011036567,13.215834583904515,13.380870156744221,337780000
13,2021-01-22,13.67404556274414,13.802933631043508,13.589034728801968,13.701468596467407,246820000
14,2021-01-25,13.614962577819824,13.789721185785888,13.19938129579068,13.74310221612875,251112000
15,2021-01-26,13.39757251739502,13.606484357318374,13.349955955617846,13.542414547382485,163980000
16,2021-01-27,12.881525039672852,13.19564126498745,12.75787222578399,13.19289858121172,371272000
17,2021-01-28,13.014400482177734,13.3023413819018,12.924154394726525,12.959804528349476,228316000
18,2021-01-29,12.953323364257812,13.297356163278318,12.875292865521274,13.03833420279187,271552000
19,2021-02-01,13.199880599975586,13.2335355380806,12.866567471839382,13.01664572884835,217204000
20,2021-02-02,13.518732070922852,13.533938558603332,13.248242035181995,13.361175169955763,220440000
21,2021-02-03,13.49255657196045,13.89268122482267,13.478595893291107,13.597759985933012,245408000
22,2021-02-04,13.625930786132812,13.635154533800035,13.30034647317784,13.493054232332696,201340000
23,2021-02-05,13.552886962890625,13.69872756323,13.507763916332621,13.686511968620373,169152000
24,2021-02-08,14.398259162902832,14.433160858990226,13.688754280440907,13.688754280440907,434624000
25,2021-02-09,14.223252296447754,14.542354624618508,14.182616068463537,14.300534356614135,287560000
26,2021-02-10,14.722846031188965,14.863201253824297,14.301282039333971,14.422690490908412,485352000
27,2021-02-11,15.207980155944824,15.229420446836574,14.88314429518778,14.938239518630787,450828000
28,2021-02-12,14.919296264648438,15.248370809132116,14.733567858473906,15.007797279543665,374756000
29,2021-02-16,15.287260055541992,15.329392207780066,14.908076391399229,15.0220061893389,321960000
30,2021-02-17,14.864198684692383,15.180808421709868,14.738551627972099,15.128454926659813,274756000
31,2021-02-18,14.787412643432617,14.831538080524819,14.534124322785622,14.687692712343281,233868000
32,2021-02-19,14.88464069366455,15.13443792178438,14.805114282360956,14.982365438062779,271724000
33,2021-02-22,14.3154935836792,15.090813464605944,14.284829539167944,14.733318293645503,325884000
34,2021-02-23,14.10234260559082,14.198821553836638,13.351952265234438,14.035779263801077,391780000
35,2021-02-24,14.45833969116211,14.466068467380678,13.717423274073871,14.083145503096832,448320000
36,2021-02-25,13.270183563232422,14.334441077467913,13.179189975141817,14.00611401149152,824436000
37,2021-02-26,13.676040649414062,13.815647436688753,13.323531609545643,13.713933240960111,500932000
38,2021-03-01,13.802934646606445,13.885951239822205,13.515243835324203,13.836091261293221,353184000
39,2021-03-02,13.368653297424316,13.881460928666272,13.358431951392774,13.861018236603186,264116000
40,2021-03-03,12.768840789794922,13.413776541433187,12.762857098855966,13.388597869897936,377592000
41,2021-03-04,12.33556079864502,12.938615575725441,12.04986423160692,12.764853610702268,573344000
42,2021-03-05,12.426555633544922,12.514807484700661,11.646498815490384,12.514807484700661,542840000
43,2021-03-08,11.56074047088623,12.436277690098503,11.53406492027041,12.415087507609316,543112000
44,2021-03-09,12.489448547363281,12.585710586701868,12.029582238014875,12.100407665853615,521824000
45,2021-03-10,12.437577247619629,12.948067565563633,12.42685387625009,12.808911083089319,384376000
46,2021-03-11,12.961533546447754,13.014154358534435,12.703170905345067,12.91814061708739,299916000
47,2021-03-12,12.824374198913574,12.857043763325269,12.559028764148305,12.617134944070317,243964000
48,2021-03-15,13.158796310424805,13.174258245322083,12.73583966195434,12.833099637107122,221988000
49,2021-03-16,13.258551597595215,13.479256868126042,13.084480431649451,13.323640516436615,272128000
50,2021-03-17,13.308426856994629,13.420150815607716,12.957541896819428,13.007668319701601,243864000
51,2021-03-18,12.691200256347656,13.151565052474703,12.685713947139764,13.104182253321333,293896000
52,2021-03-19,12.814146995544434,12.889710986982735,12.581471167444477,12.718632702400825,299208000
53,2021-03-22,13.153810501098633,13.36154823506086,12.874998085903743,12.880983842945088,297804000
54,2021-03-23,13.038591384887695,13.311667212328363,12.98921270884054,13.221639245291536,222048000
55,2021-03-24,12.611896514892578,13.126877093413306,12.605662461359328,13.118896401350066,245840000
56,2021-03-25,12.504412651062012,12.683471654533125,12.241810854541152,12.468751160231504,295144000
57,2021-03-26,12.807663917541504,12.82462229390924,12.343059962632033,12.523614443030619,363968000
58,2021-03-29,12.916396141052246,13.03036526004874,12.66875684725543,12.78871077199155,273520000
59,2021-03-30,12.84008502960205,12.943330782149033,12.673745284717413,12.810408344776906,200204000
60,2021-03-31,13.315413475036621,13.437362342286544,12.950562913977166,12.983481725827332,314776000
61,2021-04-01,13.777771949768066,13.835878123071739,13.47801034601489,13.5388611010894,308276000
62,2021-04-05,13.95308780670166,13.97952235961436,13.699213545574432,13.83338314774415,255672000
63,2021-04-06,13.827400207519531,14.019676015663661,13.739617343870526,13.96531045972212,191744000
64,2021-04-07,14.1087064743042,14.208459897547266,13.677769060228261,13.846602230892788,251284000
65,2021-04-08,14.281779289245605,14.435899213055192,14.213945783814793,14.217687357595498,244416000
66,2021-04-09,14.364575386047363,14.372556078838363,14.14012946049153,14.179033078443032,195172000
67,2021-04-12,15.171585083007812,15.314732396380426,14.104466864397924,14.254596927138556,869324000
68,2021-04-13,15.640926361083984,15.661376111521582,15.088538607928012,15.194028535206293,676212000
69,2021-04-14,15.23941707611084,15.68182557627376,15.190038388116491,15.58656052594978,385500000
70,2021-04-15,16.09755516052246,16.17436541470877,15.593048591540859,15.623972472177224,598480000
71,2021-04-16,15.873353958129883,16.12598105828335,15.82621945225456,16.013507430530804,335208000
72,2021-04-19,15.323956489562988,15.768610086032313,15.195523394059228,15.498276894788122,404420000
73,2021-04-20,15.133926391601562,15.458874387907025,14.926188677668558,15.285551919658973,334132000
74,2021-04-21,15.322713851928711,15.324708787371998,15.065098905164291,15.081557836067637,216776000
75,2021-04-22,14.813718795776367,15.400521867224105,14.747132474891446,15.337177673145806,277788000
76,2021-04-23,15.227696418762207,15.29727466051768,14.863594577488568,14.897510379080412,227500000
77,2021-04-26,15.439923286437988,15.44092122976747,15.087791990367876,15.147644806930623,197796000
78,2021-04-27,15.34390926361084,15.631948601560827,15.316726012485972,15.540174924345006,164572000
79,2021-04-28,15.239167213439941,15.494039448295446,15.178068161200418,15.32670177309296,209416000
80,2021-04-29,15.287050247192383,15.398524986163917,15.034423133882983,15.362114800935823,173196000
81,2021-04-30,14.972575187683105,15.327200854865179,14.960106128775966,15.137170190038917,201912000
82,2021-05-03,14.800252914428711,15.209244197836126,14.75112441523881,15.087793814028768,203912000
83,2021-05-04,14.315945625305176,14.601491564558918,13.975784880945344,14.601242316550108,405324000
84,2021-05-05,14.422929763793945,14.77705690361153,14.352104335830429,14.67281322109117,292024000
85,2021-05-06,14.48727035522461,14.53540184870253,14.18302136153679,14.459588610408613,193380000
86,2021-05-07,14.775809288024902,14.93391906739071,14.635654875272314,14.771819417961543,229328000
87,2021-05-10,14.230655670166016,14.769576460567666,14.214944484231708,14.750872395980661,268904000
88,2021-05-11,14.271056175231934,14.319436925882222,13.71617493345528,13.790990242826654,285584000
89,2021-05-12,13.724651336669922,14.225166920041739,13.67552285196865,13.975033276670255,303408000
90,2021-05-13,13.631633758544922,14.046112281477168,13.425890936508688,13.999227017101628,285404000
91,2021-05-14,14.207961082458496,14.292752013541277,13.714677433186372,13.855829803441582,258616000
92,2021-05-17,14.130654335021973,14.134394958279865,13.819422493227485,14.122175145017497,216980000
93,2021-05-18,13.981269836425781,14.368814302100715,13.96954852184947,14.231902003595811,186256000
94,2021-05-19,14.031148910522461,14.044865162150497,13.509934202642043,13.53312663560361,344000000
95,2021-05-20,14.57655143737793,14.647626114558799,14.23539279664413,14.267313661284234,321592000
96,2021-05-21,14.95486831665039,15.184552232588912,14.832919461611446,15.126445108164015,672992000
97,2021-05-24,15.573592185974121,15.706264404068651,15.138664001057602,15.175074181777035,554816000
98,2021-05-25,15.609254837036133,15.779584439719866,15.444411543967227,15.727213823403543,435408000
99,2021-05-26,15.661376953125,15.754896323009897,15.547907279022002,15.69554295501756,370440000
100,2021-05-27,15.449897766113281,15.71125330157703,15.421966770902706,15.66112686872143,581476000
101,2021-05-28,16.204540252685547,16.237460021510813,15.462870342481201,15.462870342481201,644536000
102,2021-06-01,16.224485397338867,16.347931629920918,15.864124228355527,16.22997265762719,472804000
103,2021-06-02,16.73697280883789,16.877128178251017,16.195558646312733,16.21226777374694,594168000
104,2021-06-03,16.928001403808594,17.216541131071583,16.5422035955669,16.659664080908772,580008000
105,2021-06-04,17.535003662109375,17.617548491853103,17.0534414177765,17.07039788842642,617120000
106,2021-06-07,17.575651168823242,17.768675615133215,17.15045132468314,17.528020079725916,575756000
107,2021-06-08,17.41405487060547,17.57814946975256,17.208560371373252,17.484131607589486,323848000
108,2021-06-09,17.319515228271484,17.535782653047317,17.21724494368834,17.47666498952007,381656000
109,2021-06-10,17.386117935180664,17.452969774393196,17.13767489675894,17.311286428414668,287772000
110,2021-06-11,17.78546905517578,17.899214954964485,17.40482022564648,17.440489877133697,416308000
111,2021-06-14,17.978540420532227,17.999244162607233,17.62333583892256,17.866042920276705,321376000
112,2021-06-15,17.748804092407227,17.97604663575129,17.68843990745718,17.875022883618865,243032000
113,2021-06-16,17.770505905151367,17.91468418538893,17.545259694850984,17.751050591544338,307124000
114,2021-06-17,18.61561393737793,18.792966905127752,17.716625537466296,17.734834323579165,809656000
115,2021-06-18,18.597156524658203,19.331763460015086,18.542528261234434,18.742082709800528,968856000
116,2021-06-21,18.38612937927246,18.495136607237573,17.782978507688828,18.394110948679845,672384000
117,2021-06-22,18.844606399536133,18.921436154060395,18.344974156997278,18.430284092496997,580144000
118,2021-06-23,19.014724731445312,19.11001257671834,18.865558432257274,18.96533567291674,332356000
119,2021-06-24,19.162643432617188,19.37666521172069,19.045654629248613,19.184844909364667,320924000
120,2021-06-25,18.9885311126709,19.30233009055786,18.852336315853158,19.23747460979559,278364000
121,2021-06-28,19.940399169921875,20.03393994375662,19.275885147206186,19.31804053622827,495436000
122,2021-06-29,19.982053756713867,20.053891662462267,19.613128010799876,19.838124834020068,367632000
123,2021-06-30,19.957866668701172,20.117509490168736,19.81942620130902,19.954623798999663,326568000
124,2021-07-01,20.166894912719727,20.410349886109096,19.974324818701906,20.08008916798285,480136000
125,2021-07-02,20.4412784576416,20.459489144823493,20.242473856766992,20.39463367314707,342764000
126,2021-07-06,20.652307510375977,20.795486641874447,20.304835251900723,20.69122003382582,446708000
127,2021-07-07,20.3262939453125,20.82842115434022,20.286633492945466,20.806969493155897,418428000
128,2021-07-08,19.858335494995117,20.088071080613446,19.656786608504444,19.812189314423424,503300000
129,2021-07-09,20.005504608154297,20.035438344735283,19.710165638972114,19.917950950252028,296624000
130,2021-07-12,20.46672821044922,20.486931440280244,20.142701974510995,20.194835290071577,321984000
131,2021-07-13,20.204811096191406,20.41558998557854,20.06911490682044,20.354974593131452,290708000
132,2021-07-14,19.797225952148438,20.37219021147144,19.708675050402782,20.312324625479327,380100000
133,2021-07-15,18.92392349243164,19.80270862400988,18.816414013293638,19.76753757883624,550564000
134,2021-07-16,18.12047004699707,19.11424759877164,18.032667088106123,18.988030726422647,688224000
135,2021-07-19,18.737844467163086,18.99950826063208,17.82563325949376,17.87527352298777,749060000
136,2021-07-20,18.570466995239258,18.795962510715192,18.123466749051826,18.688203709705867,434687000
137,2021-07-21,19.36668586730957,19.48342535694125,18.700177259556888,18.83986423648893,371017000
138,2021-07-22,19.550275802612305,19.84262124158665,19.232984628727042,19.59816902543563,323826000
139,2021-07-23,19.51435661315918,19.656039936097546,19.207043356145515,19.612137498497777,195672000
140,2021-07-26,19.250946044921875,19.39861459525191,18.871792949550414,19.267908307327364,203943000
141,2021-07-27,19.16514015197754,19.578215925957867,18.69918123958821,19.222012172569684,248863000
142,2021-07-28,19.459482192993164,19.60216275943113,18.95261629855176,19.275892746609742,202191000
143,2021-07-29,19.618127822875977,19.808701619528385,19.284871556554233,19.47544535320664,190781000
144,2021-07-30,19.455490112304688,19.586196410986457,19.220016666249848,19.374669578351813,183497000
145,2021-08-02,19.7059268951416,19.916456479690652,19.317795028840045,19.656039233859172,217444000
146,2021-08-03,19.770782470703125,20.17687382086152,19.17710902193863,19.69594907533359,301811000
147,2021-08-04,20.228757858276367,20.272660294584725,19.78375207608851,19.945391220735015,231309000
148,2021-08-05,20.590946197509766,20.686732636563846,20.296604434887584,20.454252790573072,211435000
149,2021-08-06,20.320552825927734,20.52409807521408,20.164900800366695,20.4782011954325,178497000
150,2021-08-09,20.249711990356445,20.46223602836236,20.098050750515416,20.400374106685497,146443000
151,2021-08-10,19.891511917114258,20.384408995827474,19.790735571713213,20.276650205072418,179238000
152,2021-08-11,19.655038833618164,20.0042581491868,19.3866400361588,19.9982710212323,185925000
153,2021-08-12,19.860584259033203,19.984306207882916,19.576220366137818,19.825662510999912,151652000
154,2021-08-13,20.1429500579834,20.168893013178696,19.806702182493282,19.860582533688213,183063000
155,2021-08-16,19.90548324584961,20.241731139141816,19.40959063441719,20.09006989391872,210876000
156,2021-08-17,19.414581298828125,19.725885371220297,19.224007514423867,19.64107405193435,204585000
157,2021-08-18,18.997514724731445,19.59018912572773,18.957603067946085,19.456487359207824,285913000
158,2021-08-19,19.75382423400879,20.449269491332213,18.720134701148606,19.450501709268725,766555000
